eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
suggestion-open,api,1630333101569,,,,600,"[{'index': 0, 'original': 'You arrive at the White House, and are directed to a conference room.', 'trimmed': 'You arrive at the White House, and are directed to a conference room.', 'probability': 9.994258432720178e-19}, {'index': 1, 'original': '""We\'ve been watching you Barack.""', 'trimmed': '""We\'ve been watching you Barack.""', 'probability': 2.025514398334933e-20}, {'index': 2, 'original': ""You arrive in D.C., and are met at the airport by JFK, and Bill Clinton, who's delighted to see you."", 'trimmed': ""You arrive in D.C., and are met at the airport by JFK, and Bill Clinton, who's delighted to see you."", 'probability': 6.6579526539856845e-18}, {'index': 3, 'original': 'Not wanting to waste time, you walk from the landing strip to the Old Executive Office Building.', 'trimmed': 'Not wanting to waste time, you walk from the landing strip to the Old Executive Office Building.', 'probability': 3.796803892343502e-21}, {'index': 4, 'original': ""You're about to find out."", 'trimmed': ""You're about to find out."", 'probability': 0.000253504854177366}]",0,0,5,30,0.75,1,0,1,191
suggestion-down,user,1630333124925,,,,600,[],1,0,5,30,0.75,1,0,1,192
suggestion-down,user,1630333125247,,,,600,[],2,0,5,30,0.75,1,0,1,193
suggestion-down,user,1630333125411,,,,600,[],3,0,5,30,0.75,1,0,1,194
suggestion-select,user,1630333130648,,,,600,[],3,3,5,30,0.75,1,0,1,195
suggestion-close,api,1630333130649,,,,600,[],3,3,5,30,0.75,1,0,1,196
text-insert,api,1630333130657,"{'ops': [{'retain': 600}, {'insert': 'Not wanting to waste time, you walk from the landing strip to the Old Executive Office Building.'}]}",,,696,[],3,3,5,30,0.75,1,0,1,197
cursor-select,user,1630333136745,,"{'index': 627, 'length': 8}",,627,[],3,3,5,30,0.75,1,0,1,198
text-delete,user,1630333139789,"{'ops': [{'retain': 628}, {'delete': 7}]}",,,628,[],3,3,5,30,0.75,1,0,1,199
text-insert,user,1630333139888,"{'ops': [{'retain': 628}, {'insert': 'o'}]}",,,629,[],3,3,5,30,0.75,1,0,1,200
text-insert,user,1630333140075,"{'ops': [{'retain': 629}, {'insert': 'u'}]}",,,630,[],3,3,5,30,0.75,1,0,1,201
text-insert,user,1630333140358,"{'ops': [{'retain': 630}, {'insert': ' '}]}",,,631,[],3,3,5,30,0.75,1,0,1,202
text-insert,user,1630333140856,"{'ops': [{'retain': 631}, {'insert': 'a'}]}",,,632,[],3,3,5,30,0.75,1,0,1,203
text-insert,user,1630333141036,"{'ops': [{'retain': 632}, {'insert': 'r'}]}",,,633,[],3,3,5,30,0.75,1,0,1,204
text-insert,user,1630333141137,"{'ops': [{'retain': 633}, {'insert': 'e'}]}",,,634,[],3,3,5,30,0.75,1,0,1,205
text-insert,user,1630333141274,"{'ops': [{'retain': 634}, {'insert': ' '}]}",,,635,[],3,3,5,30,0.75,1,0,1,206
text-insert,user,1630333141461,"{'ops': [{'retain': 635}, {'insert': 'w'}]}",,,636,[],3,3,5,30,0.75,1,0,1,207
text-insert,user,1630333141613,"{'ops': [{'retain': 636}, {'insert': 'h'}]}",,,637,[],3,3,5,30,0.75,1,0,1,208
text-insert,user,1630333141954,"{'ops': [{'retain': 637}, {'insert': 'i'}]}",,,638,[],3,3,5,30,0.75,1,0,1,209
text-insert,user,1630333142905,"{'ops': [{'retain': 638}, {'insert': 's'}]}",,,639,[],3,3,5,30,0.75,1,0,1,210
text-insert,user,1630333143287,"{'ops': [{'retain': 639}, {'insert': 'k'}]}",,,640,[],3,3,5,30,0.75,1,0,1,211
text-insert,user,1630333143415,"{'ops': [{'retain': 640}, {'insert': 'e'}]}",,,641,[],3,3,5,30,0.75,1,0,1,212
text-insert,user,1630333143586,"{'ops': [{'retain': 641}, {'insert': 'd'}]}",,,642,[],3,3,5,30,0.75,1,0,1,213
text-insert,user,1630333143728,"{'ops': [{'retain': 642}, {'insert': ' '}]}",,,643,[],3,3,5,30,0.75,1,0,1,214
cursor-backward,user,1630333147139,,"{'index': 642, 'length': 0}",,642,[],3,3,5,30,0.75,1,0,1,215
cursor-forward,user,1630333148268,,"{'index': 643, 'length': 0}",,643,[],3,3,5,30,0.75,1,0,1,216
cursor-forward,user,1630333148416,,"{'index': 644, 'length': 0}",,644,[],3,3,5,30,0.75,1,0,1,217
text-delete,user,1630333149243,"{'ops': [{'retain': 643}, {'delete': 1}]}",,,643,[],3,3,5,30,0.75,1,0,1,218
cursor-forward,user,1630333151329,,"{'index': 703, 'length': 0}",,703,[],3,3,5,30,0.75,1,0,1,219
text-insert,user,1630333155353,"{'ops': [{'retain': 703}, {'insert': ' '}]}",,,704,[],3,3,5,30,0.75,1,0,1,220
text-insert,user,1630333155497,"{'ops': [{'retain': 704}, {'insert': ' '}]}",,,705,[],3,3,5,30,0.75,1,0,1,221
text-insert,user,1630333159238,"{'ops': [{'retain': 705}, {'insert': 'T'}]}",,,706,[],3,3,5,30,0.75,1,0,1,222
text-insert,user,1630333159400,"{'ops': [{'retain': 706}, {'insert': 'h'}]}",,,707,[],3,3,5,30,0.75,1,0,1,223
text-insert,user,1630333159551,"{'ops': [{'retain': 707}, {'insert': 'e'}]}",,,708,[],3,3,5,30,0.75,1,0,1,224
text-insert,user,1630333159655,"{'ops': [{'retain': 708}, {'insert': 'r'}]}",,,709,[],3,3,5,30,0.75,1,0,1,225
text-insert,user,1630333159708,"{'ops': [{'retain': 709}, {'insert': 'e'}]}",,,710,[],3,3,5,30,0.75,1,0,1,226
text-insert,user,1630333159915,"{'ops': [{'retain': 710}, {'insert': ' '}]}",,,711,[],3,3,5,30,0.75,1,0,1,227
text-insert,user,1630333165776,"{'ops': [{'retain': 711}, {'insert': 'y'}]}",,,712,[],3,3,5,30,0.75,1,0,1,228
text-insert,user,1630333165884,"{'ops': [{'retain': 712}, {'insert': 'o'}]}",,,713,[],3,3,5,30,0.75,1,0,1,229
text-insert,user,1630333166041,"{'ops': [{'retain': 713}, {'insert': 'u'}]}",,,714,[],3,3,5,30,0.75,1,0,1,230
text-insert,user,1630333166237,"{'ops': [{'retain': 714}, {'insert': ' '}]}",,,715,[],3,3,5,30,0.75,1,0,1,231
text-insert,user,1630333166440,"{'ops': [{'retain': 715}, {'insert': 'a'}]}",,,716,[],3,3,5,30,0.75,1,0,1,232
text-insert,user,1630333166522,"{'ops': [{'retain': 716}, {'insert': 'r'}]}",,,717,[],3,3,5,30,0.75,1,0,1,233
text-insert,user,1630333166733,"{'ops': [{'retain': 717}, {'insert': 'e'}]}",,,718,[],3,3,5,30,0.75,1,0,1,234
text-insert,user,1630333166783,"{'ops': [{'retain': 718}, {'insert': ' '}]}",,,719,[],3,3,5,30,0.75,1,0,1,235
text-insert,user,1630333167128,"{'ops': [{'retain': 719}, {'insert': 'g'}]}",,,720,[],3,3,5,30,0.75,1,0,1,236
text-insert,user,1630333167318,"{'ops': [{'retain': 720}, {'insert': 'r'}]}",,,721,[],3,3,5,30,0.75,1,0,1,237
text-insert,user,1630333167478,"{'ops': [{'retain': 721}, {'insert': 'e'}]}",,,722,[],3,3,5,30,0.75,1,0,1,238
text-insert,user,1630333167605,"{'ops': [{'retain': 722}, {'insert': 'e'}]}",,,723,[],3,3,5,30,0.75,1,0,1,239
text-insert,user,1630333167724,"{'ops': [{'retain': 723}, {'insert': 't'}]}",,,724,[],3,3,5,30,0.75,1,0,1,240
text-insert,user,1630333167961,"{'ops': [{'retain': 724}, {'insert': 'e'}]}",,,725,[],3,3,5,30,0.75,1,0,1,241
text-insert,user,1630333168140,"{'ops': [{'retain': 725}, {'insert': 'd'}]}",,,726,[],3,3,5,30,0.75,1,0,1,242
text-insert,user,1630333168211,"{'ops': [{'retain': 726}, {'insert': ' '}]}",,,727,[],3,3,5,30,0.75,1,0,1,243
text-insert,user,1630333169673,"{'ops': [{'retain': 727}, {'insert': 'b'}]}",,,728,[],3,3,5,30,0.75,1,0,1,244
text-insert,user,1630333169860,"{'ops': [{'retain': 728}, {'insert': 'y'}]}",,,729,[],3,3,5,30,0.75,1,0,1,245
text-insert,user,1630333170042,"{'ops': [{'retain': 729}, {'insert': ' '}]}",,,730,[],3,3,5,30,0.75,1,0,1,246
text-insert,user,1630333178904,"{'ops': [{'retain': 730}, {'insert': 'm'}]}",,,731,[],3,3,5,30,0.75,1,0,1,247
text-insert,user,1630333179085,"{'ops': [{'retain': 731}, {'insert': 'a'}]}",,,732,[],3,3,5,30,0.75,1,0,1,248
text-insert,user,1630333179172,"{'ops': [{'retain': 732}, {'insert': 'n'}]}",,,733,[],3,3,5,30,0.75,1,0,1,249
text-insert,user,1630333179376,"{'ops': [{'retain': 733}, {'insert': 'y'}]}",,,734,[],3,3,5,30,0.75,1,0,1,250
text-insert,user,1630333179545,"{'ops': [{'retain': 734}, {'insert': ' '}]}",,,735,[],3,3,5,30,0.75,1,0,1,251
text-insert,user,1630333179839,"{'ops': [{'retain': 735}, {'insert': 'p'}]}",,,736,[],3,3,5,30,0.75,1,0,1,252
text-insert,user,1630333179992,"{'ops': [{'retain': 736}, {'insert': 'a'}]}",,,737,[],3,3,5,30,0.75,1,0,1,253
text-insert,user,1630333180198,"{'ops': [{'retain': 737}, {'insert': 's'}]}",,,738,[],3,3,5,30,0.75,1,0,1,254
text-insert,user,1630333180327,"{'ops': [{'retain': 738}, {'insert': 't'}]}",,,739,[],3,3,5,30,0.75,1,0,1,255
text-insert,user,1630333180500,"{'ops': [{'retain': 739}, {'insert': ' '}]}",,,740,[],3,3,5,30,0.75,1,0,1,256
text-insert,user,1630333182708,"{'ops': [{'retain': 740}, {'insert': 'P'}]}",,,741,[],3,3,5,30,0.75,1,0,1,257
text-insert,user,1630333183062,"{'ops': [{'retain': 741}, {'insert': 'r'}]}",,,742,[],3,3,5,30,0.75,1,0,1,258
text-insert,user,1630333183240,"{'ops': [{'retain': 742}, {'insert': 'e'}]}",,,743,[],3,3,5,30,0.75,1,0,1,259
text-insert,user,1630333183733,"{'ops': [{'retain': 743}, {'insert': 's'}]}",,,744,[],3,3,5,30,0.75,1,0,1,260
text-insert,user,1630333183974,"{'ops': [{'retain': 744}, {'insert': 'i'}]}",,,745,[],3,3,5,30,0.75,1,0,1,261
text-insert,user,1630333184150,"{'ops': [{'retain': 745}, {'insert': 'd'}]}",,,746,[],3,3,5,30,0.75,1,0,1,262
text-insert,user,1630333184379,"{'ops': [{'retain': 746}, {'insert': 'n'}]}",,,747,[],3,3,5,30,0.75,1,0,1,263
text-insert,user,1630333184729,"{'ops': [{'retain': 747}, {'insert': 't'}]}",,,748,[],3,3,5,30,0.75,1,0,1,264
text-insert,user,1630333184869,"{'ops': [{'retain': 748}, {'insert': 's'}]}",,,749,[],3,3,5,30,0.75,1,0,1,265
text-delete,user,1630333186045,"{'ops': [{'retain': 748}, {'delete': 1}]}",,,748,[],3,3,5,30,0.75,1,0,1,266
text-delete,user,1630333186188,"{'ops': [{'retain': 747}, {'delete': 1}]}",,,747,[],3,3,5,30,0.75,1,0,1,267
text-delete,user,1630333186352,"{'ops': [{'retain': 746}, {'delete': 1}]}",,,746,[],3,3,5,30,0.75,1,0,1,268
text-delete,user,1630333186501,"{'ops': [{'retain': 745}, {'delete': 1}]}",,,745,[],3,3,5,30,0.75,1,0,1,269
text-insert,user,1630333187372,"{'ops': [{'retain': 745}, {'insert': 'd'}]}",,,746,[],3,3,5,30,0.75,1,0,1,270
text-insert,user,1630333187533,"{'ops': [{'retain': 746}, {'insert': 'e'}]}",,,747,[],3,3,5,30,0.75,1,0,1,271
text-insert,user,1630333187679,"{'ops': [{'retain': 747}, {'insert': 'n'}]}",,,748,[],3,3,5,30,0.75,1,0,1,272
text-insert,user,1630333187949,"{'ops': [{'retain': 748}, {'insert': 't'}]}",,,749,[],3,3,5,30,0.75,1,0,1,273
text-insert,user,1630333188122,"{'ops': [{'retain': 749}, {'insert': 's'}]}",,,750,[],3,3,5,30,0.75,1,0,1,274
text-insert,user,1630333190997,"{'ops': [{'retain': 750}, {'insert': ','}]}",,,751,[],3,3,5,30,0.75,1,0,1,275
text-insert,user,1630333191159,"{'ops': [{'retain': 751}, {'insert': ' '}]}",,,752,[],3,3,5,30,0.75,1,0,1,276
text-delete,user,1630333198157,"{'ops': [{'retain': 751}, {'delete': 1}]}",,,751,[],3,3,5,30,0.75,1,0,1,277
text-delete,user,1630333198542,"{'ops': [{'retain': 750}, {'delete': 1}]}",,,750,[],3,3,5,30,0.75,1,0,1,278
text-insert,user,1630333201704,"{'ops': [{'retain': 750}, {'insert': ','}]}",,,751,[],3,3,5,30,0.75,1,0,1,279
text-insert,user,1630333201859,"{'ops': [{'retain': 751}, {'insert': ' '}]}",,,752,[],3,3,5,30,0.75,1,0,1,280
text-insert,user,1630333202434,"{'ops': [{'retain': 752}, {'insert': 'a'}]}",,,753,[],3,3,5,30,0.75,1,0,1,281
text-insert,user,1630333202596,"{'ops': [{'retain': 753}, {'insert': 'l'}]}",,,754,[],3,3,5,30,0.75,1,0,1,282
text-insert,user,1630333202734,"{'ops': [{'retain': 754}, {'insert': 'l'}]}",,,755,[],3,3,5,30,0.75,1,0,1,283
text-insert,user,1630333202935,"{'ops': [{'retain': 755}, {'insert': ' '}]}",,,756,[],3,3,5,30,0.75,1,0,1,284
text-insert,user,1630333203157,"{'ops': [{'retain': 756}, {'insert': 't'}]}",,,757,[],3,3,5,30,0.75,1,0,1,285
text-insert,user,1630333203261,"{'ops': [{'retain': 757}, {'insert': 'h'}]}",,,758,[],3,3,5,30,0.75,1,0,1,286
text-insert,user,1630333203357,"{'ops': [{'retain': 758}, {'insert': 'e'}]}",,,759,[],3,3,5,30,0.75,1,0,1,287
text-insert,user,1630333203530,"{'ops': [{'retain': 759}, {'insert': ' '}]}",,,760,[],3,3,5,30,0.75,1,0,1,288
text-insert,user,1630333204072,"{'ops': [{'retain': 760}, {'insert': 'w'}]}",,,761,[],3,3,5,30,0.75,1,0,1,289
text-insert,user,1630333204173,"{'ops': [{'retain': 761}, {'insert': 'a'}]}",,,762,[],3,3,5,30,0.75,1,0,1,290
text-insert,user,1630333204360,"{'ops': [{'retain': 762}, {'insert': 'y'}]}",,,763,[],3,3,5,30,0.75,1,0,1,291
text-insert,user,1630333204538,"{'ops': [{'retain': 763}, {'insert': ' '}]}",,,764,[],3,3,5,30,0.75,1,0,1,292
text-insert,user,1630333206100,"{'ops': [{'retain': 764}, {'insert': 'b'}]}",,,765,[],3,3,5,30,0.75,1,0,1,293
text-insert,user,1630333206372,"{'ops': [{'retain': 765}, {'insert': 'a'}]}",,,766,[],3,3,5,30,0.75,1,0,1,294
text-insert,user,1630333206648,"{'ops': [{'retain': 766}, {'insert': 'c'}]}",,,767,[],3,3,5,30,0.75,1,0,1,295
text-insert,user,1630333206826,"{'ops': [{'retain': 767}, {'insert': 'k'}]}",,,768,[],3,3,5,30,0.75,1,0,1,296
text-insert,user,1630333206983,"{'ops': [{'retain': 768}, {'insert': ' '}]}",,,769,[],3,3,5,30,0.75,1,0,1,297
text-insert,user,1630333207171,"{'ops': [{'retain': 769}, {'insert': 't'}]}",,,770,[],3,3,5,30,0.75,1,0,1,298
text-insert,user,1630333207295,"{'ops': [{'retain': 770}, {'insert': 'o'}]}",,,771,[],3,3,5,30,0.75,1,0,1,299
text-insert,user,1630333207468,"{'ops': [{'retain': 771}, {'insert': ' '}]}",,,772,[],3,3,5,30,0.75,1,0,1,300
text-insert,user,1630333237323,"{'ops': [{'retain': 772}, {'insert': 'E'}]}",,,773,[],3,3,5,30,0.75,1,0,1,301
text-insert,user,1630333237838,"{'ops': [{'retain': 773}, {'insert': 'i'}]}",,,774,[],3,3,5,30,0.75,1,0,1,302
text-insert,user,1630333238025,"{'ops': [{'retain': 774}, {'insert': 's'}]}",,,775,[],3,3,5,30,0.75,1,0,1,303
text-insert,user,1630333238234,"{'ops': [{'retain': 775}, {'insert': 'e'}]}",,,776,[],3,3,5,30,0.75,1,0,1,304
text-insert,user,1630333238369,"{'ops': [{'retain': 776}, {'insert': 'n'}]}",,,777,[],3,3,5,30,0.75,1,0,1,305
text-insert,user,1630333238618,"{'ops': [{'retain': 777}, {'insert': 'h'}]}",,,778,[],3,3,5,30,0.75,1,0,1,306
text-insert,user,1630333238963,"{'ops': [{'retain': 778}, {'insert': 'o'}]}",,,779,[],3,3,5,30,0.75,1,0,1,307
text-insert,user,1630333239242,"{'ops': [{'retain': 779}, {'insert': 'w'}]}",,,780,[],3,3,5,30,0.75,1,0,1,308
text-insert,user,1630333239441,"{'ops': [{'retain': 780}, {'insert': 'e'}]}",,,781,[],3,3,5,30,0.75,1,0,1,309
text-insert,user,1630333239667,"{'ops': [{'retain': 781}, {'insert': 'r'}]}",,,782,[],3,3,5,30,0.75,1,0,1,310
text-insert,user,1630333240859,"{'ops': [{'retain': 782}, {'insert': '.'}]}",,,783,[],3,3,5,30,0.75,1,0,1,311
text-insert,user,1630333241046,"{'ops': [{'retain': 783}, {'insert': ' '}]}",,,784,[],3,3,5,30,0.75,1,0,1,312
suggestion-get,user,1630333242970,,,,784,[],3,3,5,30,0.75,1,0,1,313
suggestion-open,api,1630333245171,,,,784,"[{'index': 0, 'original': "" You're given a tour of the place, and you eventually reach the end of the building, where there is a large vault."", 'trimmed': ""You're given a tour of the place, and you eventually reach the end of the building, where there is a large vault."", 'probability': 4.816490008891603e-21}, {'index': 1, 'original': "" You recognize the men immediately, but you still can't remember ever meeting them."", 'trimmed': ""You recognize the men immediately, but you still can't remember ever meeting them."", 'probability': 4.826587063820818e-23}, {'index': 2, 'original': ' ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".', 'trimmed': '""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".', 'probability': 3.7118264162359e-21}, {'index': 3, 'original': 'After the initial greetings you are given a note which reads ""Your first task is to go to the Oval Office and wait for ""him"".', 'trimmed': 'After the initial greetings you are given a note which reads ""Your first task is to go to the Oval Office and wait for ""him"".', 'probability': 2.0960655703996948e-22}, {'index': 4, 'original': ' They look very glad to see you.', 'trimmed': 'They look very glad to see you.', 'probability': 6.677130418356068e-21}]",0,3,5,30,0.75,1,0,1,314
suggestion-hover,user,1630333245176,,,,784,[],0,2,5,30,0.75,1,0,1,315
suggestion-hover,user,1630333245990,,,,784,[],0,3,5,30,0.75,1,0,1,316
suggestion-hover,user,1630333246073,,,,784,[],0,4,5,30,0.75,1,0,1,317
suggestion-hover,user,1630333260576,,,,784,[],0,4,5,30,0.75,1,0,1,318
suggestion-hover,user,1630333260631,,,,784,[],0,3,5,30,0.75,1,0,1,319
suggestion-hover,user,1630333260690,,,,784,[],0,2,5,30,0.75,1,0,1,320
suggestion-hover,user,1630333260906,,,,784,[],0,3,5,30,0.75,1,0,1,321
suggestion-hover,user,1630333264122,,,,784,[],0,2,5,30,0.75,1,0,1,322
suggestion-select,user,1630333271403,,,,784,[],2,2,5,30,0.75,1,0,1,323
suggestion-close,api,1630333271403,,,,784,[],2,2,5,30,0.75,1,0,1,324
text-insert,api,1630333271418,"{'ops': [{'retain': 784}, {'insert': ' ""Come with us, Barack,"" says Ike, to which you follow up a flight of stairs to a door marked ""EXECUTIVE"".'}]}",,,890,[],2,2,5,30,0.75,1,0,1,325
text-insert,user,1630333273555,"{'ops': [{'retain': 890}, {'insert': ' '}]}",,,891,[],2,2,5,30,0.75,1,0,1,326
text-insert,user,1630333273675,"{'ops': [{'retain': 891}, {'insert': ' '}]}",,,892,[],2,2,5,30,0.75,1,0,1,327
text-insert,user,1630333302667,"{'ops': [{'retain': 892}, {'insert': 'I'}]}",,,893,[],2,2,5,30,0.75,1,0,1,328
text-insert,user,1630333302957,"{'ops': [{'retain': 893}, {'insert': 't'}]}",,,894,[],2,2,5,30,0.75,1,0,1,329
text-insert,user,1630333303597,"{'ops': [{'retain': 894}, {'insert': ""'""}]}",,,895,[],2,2,5,30,0.75,1,0,1,330
text-insert,user,1630333303789,"{'ops': [{'retain': 895}, {'insert': 's'}]}",,,896,[],2,2,5,30,0.75,1,0,1,331
text-insert,user,1630333303913,"{'ops': [{'retain': 896}, {'insert': ' '}]}",,,897,[],2,2,5,30,0.75,1,0,1,332
text-insert,user,1630333304130,"{'ops': [{'retain': 897}, {'insert': 'h'}]}",,,898,[],2,2,5,30,0.75,1,0,1,333
text-insert,user,1630333304202,"{'ops': [{'retain': 898}, {'insert': 'e'}]}",,,899,[],2,2,5,30,0.75,1,0,1,334
text-insert,user,1630333304349,"{'ops': [{'retain': 899}, {'insert': 'e'}]}",,,900,[],2,2,5,30,0.75,1,0,1,335
text-insert,user,1630333304398,"{'ops': [{'retain': 900}, {'insert': 'r'}]}",,,901,[],2,2,5,30,0.75,1,0,1,336
text-insert,user,1630333304595,"{'ops': [{'retain': 901}, {'insert': ' '}]}",,,902,[],2,2,5,30,0.75,1,0,1,337
text-delete,user,1630333305316,"{'ops': [{'retain': 901}, {'delete': 1}]}",,,901,[],2,2,5,30,0.75,1,0,1,338
text-delete,user,1630333305441,"{'ops': [{'retain': 900}, {'delete': 1}]}",,,900,[],2,2,5,30,0.75,1,0,1,339
text-delete,user,1630333305573,"{'ops': [{'retain': 899}, {'delete': 1}]}",,,899,[],2,2,5,30,0.75,1,0,1,340
text-delete,user,1630333305700,"{'ops': [{'retain': 898}, {'delete': 1}]}",,,898,[],2,2,5,30,0.75,1,0,1,341
text-insert,user,1630333306481,"{'ops': [{'retain': 898}, {'insert': 'e'}]}",,,899,[],2,2,5,30,0.75,1,0,1,342
text-insert,user,1630333306562,"{'ops': [{'retain': 899}, {'insert': 'r'}]}",,,900,[],2,2,5,30,0.75,1,0,1,343
text-insert,user,1630333306664,"{'ops': [{'retain': 900}, {'insert': 'e'}]}",,,901,[],2,2,5,30,0.75,1,0,1,344
text-insert,user,1630333306804,"{'ops': [{'retain': 901}, {'insert': ' '}]}",,,902,[],2,2,5,30,0.75,1,0,1,345
text-insert,user,1630333307749,"{'ops': [{'retain': 902}, {'insert': 'y'}]}",,,903,[],2,2,5,30,0.75,1,0,1,346
text-insert,user,1630333307854,"{'ops': [{'retain': 903}, {'insert': 'o'}]}",,,904,[],2,2,5,30,0.75,1,0,1,347
text-insert,user,1630333307987,"{'ops': [{'retain': 904}, {'insert': 'u'}]}",,,905,[],2,2,5,30,0.75,1,0,1,348
text-insert,user,1630333308203,"{'ops': [{'retain': 905}, {'insert': ' '}]}",,,906,[],2,2,5,30,0.75,1,0,1,349
text-insert,user,1630333308450,"{'ops': [{'retain': 906}, {'insert': 'f'}]}",,,907,[],2,2,5,30,0.75,1,0,1,350
text-insert,user,1630333308579,"{'ops': [{'retain': 907}, {'insert': 'i'}]}",,,908,[],2,2,5,30,0.75,1,0,1,351
text-insert,user,1630333308730,"{'ops': [{'retain': 908}, {'insert': 'n'}]}",,,909,[],2,2,5,30,0.75,1,0,1,352
text-insert,user,1630333308940,"{'ops': [{'retain': 909}, {'insert': 'd'}]}",,,910,[],2,2,5,30,0.75,1,0,1,353
text-insert,user,1630333309077,"{'ops': [{'retain': 910}, {'insert': ' '}]}",,,911,[],2,2,5,30,0.75,1,0,1,354
text-delete,user,1630333318033,"{'ops': [{'retain': 910}, {'delete': 1}]}",,,910,[],2,2,5,30,0.75,1,0,1,355
text-delete,user,1630333318175,"{'ops': [{'retain': 909}, {'delete': 1}]}",,,909,[],2,2,5,30,0.75,1,0,1,356
text-delete,user,1630333318307,"{'ops': [{'retain': 908}, {'delete': 1}]}",,,908,[],2,2,5,30,0.75,1,0,1,357
text-delete,user,1630333318451,"{'ops': [{'retain': 907}, {'delete': 1}]}",,,907,[],2,2,5,30,0.75,1,0,1,358
text-delete,user,1630333318981,"{'ops': [{'retain': 906}, {'delete': 1}]}",,,906,[],2,2,5,30,0.75,1,0,1,359
text-delete,user,1630333319133,"{'ops': [{'retain': 905}, {'delete': 1}]}",,,905,[],2,2,5,30,0.75,1,0,1,360
text-delete,user,1630333319297,"{'ops': [{'retain': 904}, {'delete': 1}]}",,,904,[],2,2,5,30,0.75,1,0,1,361
text-delete,user,1630333319428,"{'ops': [{'retain': 903}, {'delete': 1}]}",,,903,[],2,2,5,30,0.75,1,0,1,362
text-delete,user,1630333319593,"{'ops': [{'retain': 902}, {'delete': 1}]}",,,902,[],2,2,5,30,0.75,1,0,1,363
text-insert,user,1630333321397,"{'ops': [{'retain': 902}, {'insert': 'h'}]}",,,903,[],2,2,5,30,0.75,1,0,1,364
text-insert,user,1630333321741,"{'ops': [{'retain': 903}, {'insert': 'o'}]}",,,904,[],2,2,5,30,0.75,1,0,1,365
text-insert,user,1630333321883,"{'ops': [{'retain': 904}, {'insert': 'p'}]}",,,905,[],2,2,5,30,0.75,1,0,1,366
text-insert,user,1630333322033,"{'ops': [{'retain': 905}, {'insert': 'e'}]}",,,906,[],2,2,5,30,0.75,1,0,1,367
text-insert,user,1630333322135,"{'ops': [{'retain': 906}, {'insert': ' '}]}",,,907,[],2,2,5,30,0.75,1,0,1,368
text-insert,user,1630333322353,"{'ops': [{'retain': 907}, {'insert': 't'}]}",,,908,[],2,2,5,30,0.75,1,0,1,369
text-insert,user,1630333322479,"{'ops': [{'retain': 908}, {'insert': 'o'}]}",,,909,[],2,2,5,30,0.75,1,0,1,370
text-insert,user,1630333322679,"{'ops': [{'retain': 909}, {'insert': ' '}]}",,,910,[],2,2,5,30,0.75,1,0,1,371
text-insert,user,1630333322926,"{'ops': [{'retain': 910}, {'insert': 'd'}]}",,,911,[],2,2,5,30,0.75,1,0,1,372
text-insert,user,1630333323050,"{'ops': [{'retain': 911}, {'insert': 'i'}]}",,,912,[],2,2,5,30,0.75,1,0,1,373
text-insert,user,1630333323180,"{'ops': [{'retain': 912}, {'insert': 's'}]}",,,913,[],2,2,5,30,0.75,1,0,1,374
text-insert,user,1630333323514,"{'ops': [{'retain': 913}, {'insert': 'c'}]}",,,914,[],2,2,5,30,0.75,1,0,1,375
text-insert,user,1630333323807,"{'ops': [{'retain': 914}, {'insert': 'o'}]}",,,915,[],2,2,5,30,0.75,1,0,1,376
text-insert,user,1630333324370,"{'ops': [{'retain': 915}, {'insert': 'v'}]}",,,916,[],2,2,5,30,0.75,1,0,1,377
text-insert,user,1630333324487,"{'ops': [{'retain': 916}, {'insert': 'e'}]}",,,917,[],2,2,5,30,0.75,1,0,1,378
text-insert,user,1630333324587,"{'ops': [{'retain': 917}, {'insert': 'r'}]}",,,918,[],2,2,5,30,0.75,1,0,1,379
text-insert,user,1630333324747,"{'ops': [{'retain': 918}, {'insert': ' '}]}",,,919,[],2,2,5,30,0.75,1,0,1,380
text-insert,user,1630333325070,"{'ops': [{'retain': 919}, {'insert': 'w'}]}",,,920,[],2,2,5,30,0.75,1,0,1,381
text-insert,user,1630333325220,"{'ops': [{'retain': 920}, {'insert': 'h'}]}",,,921,[],2,2,5,30,0.75,1,0,1,382
text-insert,user,1630333325346,"{'ops': [{'retain': 921}, {'insert': 'a'}]}",,,922,[],2,2,5,30,0.75,1,0,1,383
text-insert,user,1630333325446,"{'ops': [{'retain': 922}, {'insert': 't'}]}",,,923,[],2,2,5,30,0.75,1,0,1,384
text-insert,user,1630333325592,"{'ops': [{'retain': 923}, {'insert': ' '}]}",,,924,[],2,2,5,30,0.75,1,0,1,385
text-insert,user,1630333325853,"{'ops': [{'retain': 924}, {'insert': 'i'}]}",,,925,[],2,2,5,30,0.75,1,0,1,386
text-insert,user,1630333326050,"{'ops': [{'retain': 925}, {'insert': 's'}]}",,,926,[],2,2,5,30,0.75,1,0,1,387
text-insert,user,1630333326154,"{'ops': [{'retain': 926}, {'insert': ' '}]}",,,927,[],2,2,5,30,0.75,1,0,1,388
